"Database","Date/Time","Environment","Machine Name","Analysis Name","Schedule Name","Schedule Run ID","Version","Version Name","Animal ID","Application_Version","Max_Number_Trials","Max_Schedule_Time","Notes","Schedule_Start_Time","Trial Analysis - Condition","Trial Analysis - Correct","Trial Analysis - Trial Type","Trial Analysis - Touch Latency_Duration","Trial Analysis - Touch Latency_Counts","Trial Analysis - Reward Collection Latency_Duration","Trial Analysis - Reward Collection Latency_Counts","Trial Analysis - Initiation Latency_Duration","Trial Analysis - Initiation Latency_Counts","Trial Analysis - Front Beam Break - ","Trial Analysis - Back Beam Break - ","Trial Analysis - Interruption"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1506.299","1","1","7.484","0","2.531","0","0","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1519.535","1","5","5.348","0","2.588","0","0","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1543.776","1","2","16.523","0","2.622","0","0","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1559.543","1","3","7.665","0","","","0","0","2","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1573.519","1","4","5.625","0","","","0","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1597.328","0","3","8.186","0","","","0","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1617.379","1","3","9.026","0","","","3.902","0","2","3","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1633.663","1","3","8.91","0","","","0","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1647.434","1","6","5.848","0","","","0","0","2","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1662.619","1","3","5.576","0","","","0","0","1","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1700.007","0","2","20.296","0","","","0","0","2","0","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1765.844","1","2","56.377","0","","","1.613","0","6","3","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1781.136","1","1","6.407","0","","","0","0","3","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1795.295","1","5","4.313","0","","","0.306","0","3","1","0"
